0.0	1.2544411858065682e7
0.01	1.2238117372242972e7
0.02	1.1369857190821212e7
0.03	1.0078155482845198e7
0.04	8.553881512424331e6
0.05	6.994179266687331e6
0.06	5.560306096850968e6
0.07	4.351223990523334e6
0.08	3.3982642646848676e6
0.09	2.678561204957955e6
0.1	2.1392249620566764e6
0.11	1.7222905551701046e6
0.12	1.3824609078918453e6
0.13	1.0941011038123183e6
0.14	848652.7620608236
0.15	646743.8632696826
0.16	489930.9890584011
0.17	375572.09352466726
0.18	295917.12323101197
0.19	240374.00348684544
0.2	198867.62957996916
0.21	164384.91463964598
0.22	133754.6661039394
0.23	106794.66639853058
0.24	84650.72000299009
0.25	68262.95340253119
0.26	57551.9673269776
0.27	51416.44755972911
0.28	48250.702928512954
0.29	46561.519287409144
0.3	45365.51195600942
0.31	44259.08185434015
0.32	43240.64984729732
0.33	42450.8350271405
0.34	41975.4231332608
0.35	41774.56473016711
0.36	41718.72404144202
0.37	41667.46042753411
0.38	41529.591921678024
0.39	41275.89626098324
0.4	40912.32254437504
0.41	40442.75915091601
0.42	39849.35901701415
0.43	39101.54935419612
0.44	38184.70049292026
0.45	37127.368153718526
0.46	36007.22138797498
0.47	34928.04000959164
0.48	33976.2438179621
0.49	33176.99787262739
0.5	32471.55908717889
0.51	31728.73424532456
0.52	30788.45150001182
0.53	29521.3794210899
0.54	27881.460317153273
0.55	25930.99268669804
0.56	23828.928672934526
0.57	21787.33320133154
0.58	20012.44190352246
0.59	18651.065434697215
0.6	17759.201219897473
0.61	17300.066527416817
0.62	17167.82039869522
0.63	17225.352835230282
0.64	17342.145384334694
0.65	17421.198473047247
0.66	17410.147280099565
0.67	17297.96165773904
0.68	17102.691984507175
0.69	16856.68849457969
0.7	16594.165461308905
0.71	16343.321685525356
0.72	16122.880668455915
0.73	15941.677471753499
0.74	15799.821599670555
0.75	15690.512882160823
0.76	15602.191127158187
0.77	15521.007764260406
0.78	15433.595018218017
0.79	15329.95265217945
0.8	15206.146587348996
0.81	15066.45647072933
0.82	14924.54604099882
0.83	14803.101583373113
0.84	14731.265871073045
0.85	14739.30471586799
0.86	14850.504711930746
0.87	15071.347793954716
0.88	15382.254879451431
0.89	15732.076587812975
0.9	16039.431334384146
0.91	16202.626520371947
0.92	16117.447049960596
0.93	15699.303209066216
0.94	14904.145690579482
0.95	13742.106816401212
0.96	12279.400773565025
0.97	10627.238482482428
0.98	8920.343888617546
0.99	7290.7715202384725
1.0	5844.02196928259
1.01	4643.493422427949
1.02	3706.479586433216
1.03	3011.274432202991
1.04	2511.7609178797434
1.05	2154.1795487796903
1.06	1891.0067871527895
1.07	1688.712222999835
1.08	1528.7568259934612
1.09	1403.527429468715
1.1	1310.193875738133
1.11	1245.4415923883162
1.12	1202.9270951223302
1.13	1173.7429247118853
1.14	1148.848432694431
1.15	1121.8025186752695
1.16	1090.3391558141705
1.17	1056.119984277072
1.18	1022.9438421024536
1.19	994.3636334188492
1.2	971.8127650397698
1.21	953.9891710023687
1.22	937.6096553567432
1.23	919.0424555616368
1.24	896.0061255041987
1.25	868.5866873991994
1.26	839.1958766878838
1.27	811.5763234512604
1.28	789.3398906910978
1.29	774.660689107203
1.3	767.612727956764
1.31	766.3334375128355
1.32	767.8558676376852
1.33	769.2208482569584
1.34	768.4289594679261
1.35	764.9125600763562
1.36	759.4281925717286
1.37	753.4923469890313
1.38	748.6277441578073
1.39	745.7145807084813
1.4	744.6614326129161
1.41	744.4691287653787
1.42	743.6163507724044
1.43	740.5972801725344
1.44	734.4146476341025
1.45	724.8733577373299
1.46	712.6055498079292
1.47	698.8524174000167
1.48	685.0994648715617
1.49	672.691489006096
1.5	662.5397586269614
